Timestamp,Milliseconds,Millibars
2019-10-26 22:36:33,58000,1018.4783
2019-10-26 22:36:34,59001,1018.65674
2019-10-26 22:36:35,60000,1018.55884
2019-10-26 22:36:36,61000,1018.5469
2019-10-26 22:36:37,62000,1018.54346
2019-10-26 22:36:38,63001,1018.531
2019-10-26 22:36:39,64000,1018.5322
2019-10-26 22:36:40,65001,1018.5393
2019-10-26 22:36:41,66000,1018.52026
2019-10-26 22:36:42,67000,1018.5337
2019-10-26 22:36:43,68001,1018.53906
2019-10-26 22:36:44,69000,1018.5359
2019-10-26 22:36:45,70001,1018.5315
2019-10-26 22:36:46,71000,1018.5215
2019-10-26 22:36:47,72000,1018.5249
2019-10-26 22:36:48,73000,1018.54956
2019-10-26 22:36:49,74001,1018.5476
2019-10-26 22:36:50,75000,1018.53516
2019-10-26 22:36:51,76000,1018.552
2019-10-26 22:36:52,77000,1018.53687
2019-10-26 22:36:53,78001,1018.54126
2019-10-26 22:36:54,79000,1018.55566
2019-10-26 22:36:55,80000,1018.5454
2019-10-26 22:36:56,81000,1018.55225
2019-10-26 22:36:57,82001,1018.54565
2019-10-26 22:36:58,83000,1018.5386
2019-10-26 22:36:59,84000,1018.52466
2019-10-26 22:37:00,85000,1018.5254
2019-10-26 22:37:01,86001,1018.52734
2019-10-26 22:37:02,87001,1018.5305
2019-10-26 22:37:03,88000,1018.52466
2019-10-26 22:37:04,89001,1018.5115
2019-10-26 22:37:05,90000,1018.4866
2019-10-26 22:37:06,91000,1018.5386
2019-10-26 22:37:07,92001,1018.522
2019-10-26 22:37:08,93000,1018.43677
2019-10-26 22:37:09,94000,1018.5576
2019-10-26 22:37:10,95000,1018.5044
2019-10-26 22:37:11,96004,1018.4402
2019-10-26 22:37:12,97000,1018.5066
2019-10-26 22:37:13,98000,1018.5857
2019-10-26 22:37:14,99000,1018.50977
2019-10-26 22:37:15,100001,1018.5032
2019-10-26 22:37:16,101001,1018.60474
2019-10-26 22:37:17,102001,1018.5952
2019-10-26 22:37:18,103000,1018.5879
2019-10-26 22:37:19,104000,1018.4512
2019-10-26 22:37:20,105000,1018.5449
2019-10-26 22:37:21,106001,1018.5327
2019-10-26 22:37:22,107000,1018.5674
2019-10-26 22:37:23,108000,1018.5488
2019-10-26 22:37:24,109001,1018.55273
2019-10-26 22:37:25,110000,1018.52637
2019-10-26 22:37:26,111000,1018.5322
2019-10-26 22:37:27,112001,1018.54224
2019-10-26 22:37:28,113000,1018.54736
2019-10-26 22:37:29,114000,1018.52344
2019-10-26 22:37:30,115000,1018.51685
2019-10-26 22:37:31,116001,1018.52954
2019-10-26 22:37:32,117000,1018.5803
2019-10-26 22:37:33,118000,1018.5676
2019-10-26 22:37:34,119001,1018.553
2019-10-26 22:37:35,120000,1018.58813
2019-10-26 22:37:36,121000,1018.5178
2019-10-26 22:37:37,122001,1018.5325
2019-10-26 22:37:38,123000,1018.5564
2019-10-26 22:37:39,124000,1018.6172
2019-10-26 22:37:40,125001,1018.5554
2019-10-26 22:37:41,126000,1018.5127
2019-10-26 22:37:42,127000,1018.5615
2019-10-26 22:37:43,128002,1018.5542
2019-10-26 22:37:44,129000,1018.54224
2019-10-26 22:37:45,130000,1018.5615
2019-10-26 22:37:46,131001,1018.53
2019-10-26 22:37:47,132019,1018.5574
2019-10-26 22:37:48,133000,1018.5508
2019-10-26 22:37:49,134001,1018.5696
2019-10-26 22:37:50,135000,1018.5315
2019-10-26 22:37:51,136000,1018.55225
2019-10-26 22:37:52,137000,1018.6267
2019-10-26 22:37:53,138001,1018.584
2019-10-26 22:37:54,139000,1018.5659
2019-10-26 22:37:55,140000,1018.5354
2019-10-26 22:37:56,141000,1018.593
2019-10-26 22:37:57,142000,1018.51733
2019-10-26 22:37:58,143001,1018.6079
2019-10-26 22:37:59,144000,1018.5613
2019-10-26 22:38:00,145000,1018.52637
2019-10-26 22:38:01,146000,1018.5647
2019-10-26 22:38:02,147001,1018.50195
2019-10-26 22:38:03,148000,1018.595
2019-10-26 22:38:04,149000,1018.5337
2019-10-26 22:38:05,150000,1018.57153
2019-10-26 22:38:06,151000,1018.5835
2019-10-26 22:38:07,152001,1018.45557
2019-10-26 22:38:08,153000,1018.5427
2019-10-26 22:38:09,154000,1018.5554
2019-10-26 22:38:10,155001,1018.468
2019-10-26 22:38:11,156000,1018.48584
2019-10-26 22:38:12,157000,1018.64624
2019-10-26 22:38:13,158038,1018.615
2019-10-26 22:38:14,159038,1018.6067
2019-10-26 22:38:15,160038,1018.51807
2019-10-26 22:38:16,161038,1018.51904
2019-10-26 22:38:17,162039,1018.49146
2019-10-26 22:38:18,163040,1018.55005
2019-10-26 22:38:19,164046,1018.563
2019-10-26 22:38:20,165048,1018.5974
2019-10-26 22:38:21,166039,1018.49
2019-10-26 22:38:22,167038,1018.6011
2019-10-26 22:38:23,168038,1018.5415
2019-10-26 22:38:24,169038,1018.5752
2019-10-26 22:38:25,170038,1018.5547
2019-10-26 22:38:26,171038,1018.5242
2019-10-26 22:38:27,172039,1018.40405
2019-10-26 22:38:28,173040,1018.6821
2019-10-26 22:38:29,174038,1018.91797
2019-10-26 22:38:30,175038,1018.8325
2019-10-26 22:38:31,176038,1018.6743
2019-10-26 22:38:32,177042,1018.55273
2019-10-26 22:38:33,178038,1018.7698
2019-10-26 22:38:34,179038,1018.5791
2019-10-26 22:38:35,180038,1018.67017
2019-10-26 22:38:36,181041,1018.4968
2019-10-26 22:38:37,182038,1018.4221
2019-10-26 22:38:38,183040,1018.58984
2019-10-26 22:38:39,184038,1018.62524
2019-10-26 22:38:40,185041,1018.5491
2019-10-26 22:38:41,186038,1018.57324
2019-10-26 22:38:42,187038,1018.6035
2019-10-26 22:38:43,188038,1018.6035
2019-10-26 22:38:44,189040,1018.6035
2019-10-26 22:38:45,190040,1018.6035
2019-10-26 22:38:46,191038,1018.6035
2019-10-26 22:38:47,192038,1018.6035
2019-10-26 22:38:48,193039,1018.6035
2019-10-26 22:38:49,194038,1018.6035
2019-10-26 22:38:50,195038,1018.6035
2019-10-26 22:38:51,196038,1018.6035
2019-10-26 22:38:52,197038,1018.6035
2019-10-26 22:38:53,198038,1018.6035
2019-10-26 22:38:54,199038,1018.6035
2019-10-26 22:38:55,200038,1018.6035
2019-10-26 22:38:56,201039,1018.6035
2019-10-26 22:38:57,202038,1018.6035
2019-10-26 22:38:58,203038,1018.6035
2019-10-26 22:38:59,204039,1018.6035
2019-10-26 22:39:00,205038,1018.6035
2019-10-26 22:39:01,206024,1018.6035
2019-10-26 22:39:02,207038,1018.6035
2019-10-26 22:39:03,208038,1018.6035
2019-10-26 22:39:04,209039,1018.6035
2019-10-26 22:39:05,210040,1018.6035
2019-10-26 22:39:06,211038,1018.6035
2019-10-26 22:39:07,212039,1018.6035
2019-10-26 22:39:08,213026,1018.6035
2019-10-26 22:39:09,214038,1018.6035
2019-10-26 22:39:10,215039,1018.6035
2019-10-26 22:39:11,216038,1018.6035
2019-10-26 22:39:12,217038,1018.6035
2019-10-26 22:39:13,218038,1018.6035
2019-10-26 22:39:14,219038,1018.6035
2019-10-26 22:39:15,220036,1018.6035
2019-10-26 22:39:16,221036,1018.6035
2019-10-26 22:39:17,222012,1018.6035
2019-10-26 22:39:18,223040,1018.6035
2019-10-26 22:39:19,224036,1018.6035
2019-10-26 22:39:20,225038,1018.6035
2019-10-26 22:39:21,226038,1018.6035
2019-10-26 22:39:22,227039,1018.6035
2019-10-26 22:39:23,228038,1018.6035
2019-10-26 22:39:24,229039,1018.6035
2019-10-26 22:39:25,230038,1018.6035
2019-10-26 22:39:26,231038,1018.6035
2019-10-26 22:39:27,232038,1018.6035
2019-10-26 22:39:28,233038,1018.6035
2019-10-26 22:39:29,234038,1018.6035
2019-10-26 22:39:30,235042,1018.6035
2019-10-26 22:39:31,236039,1018.6035
2019-10-26 22:39:32,237040,1018.6035
2019-10-26 22:39:33,238038,1018.6035
2019-10-26 22:39:34,239040,1018.6035
2019-10-26 22:39:35,240038,1018.6035
2019-10-26 22:39:36,241038,1018.6035
2019-10-26 22:39:37,242038,1018.6035
2019-10-26 22:39:38,243029,1018.6035
2019-10-26 22:39:39,244038,1018.6035
2019-10-26 22:39:40,245038,1018.6035
2019-10-26 22:39:41,246040,1018.6035
2019-10-26 22:39:42,247038,1018.6035
2019-10-26 22:39:43,248038,1018.6035
2019-10-26 22:39:44,249038,1018.6035
2019-10-26 22:39:45,250038,1018.6035
2019-10-26 22:39:46,251038,1018.6035
2019-10-26 22:39:47,252031,1018.6035
2019-10-26 22:39:48,253038,1018.6035
2019-10-26 22:39:49,254038,1018.6035
2019-10-26 22:39:50,255036,1018.6035
2019-10-26 22:39:51,256038,1018.6035
2019-10-26 22:39:52,257038,1018.6035
2019-10-26 22:39:53,258040,1018.6035
2019-10-26 22:39:54,259038,1018.6035
2019-10-26 22:39:55,260038,1018.6035
2019-10-26 22:39:56,261032,1018.6035
2019-10-26 22:39:57,262028,1018.6035
2019-10-26 22:39:58,263038,1018.6035
2019-10-26 22:39:59,264038,1018.6035
2019-10-26 22:40:00,265038,1018.6035
2019-10-26 22:40:01,266038,1018.6035
2019-10-26 22:40:02,267039,1018.6035
2019-10-26 22:40:03,268039,1018.6035
2019-10-26 22:40:04,269038,1018.6035
2019-10-26 22:40:05,270038,1018.6035
2019-10-26 22:40:06,271036,1018.6035
2019-10-26 22:40:07,272038,1018.6035
2019-10-26 22:40:08,273039,1018.6035
2019-10-26 22:40:09,274039,1018.6035
2019-10-26 22:40:10,275038,1018.6035
2019-10-26 22:40:11,276038,1018.6035
2019-10-26 22:40:12,277039,1018.6035
2019-10-26 22:40:13,278038,1018.6035
2019-10-26 22:40:14,279038,1018.6035
2019-10-26 22:40:15,280038,1018.6035
2019-10-26 22:40:16,281040,1018.6035
2019-10-26 22:40:17,282039,1018.6035
2019-10-26 22:40:18,283039,1018.6035
2019-10-26 22:40:19,284038,1018.6035
2019-10-26 22:40:20,285038,1018.6035
2019-10-26 22:40:21,286038,1018.6035
2019-10-26 22:40:22,287038,1018.6035
2019-10-26 22:40:23,288039,1018.6035
2019-10-26 22:40:24,289038,1018.6035
2019-10-26 22:40:25,290038,1018.6035
2019-10-26 22:40:26,291038,1018.6035
2019-10-26 22:40:27,292038,1018.6035
2019-10-26 22:40:28,293038,1018.6035
2019-10-26 22:40:29,294038,1018.6035
2019-10-26 22:40:30,295038,1018.6035
2019-10-26 22:40:31,296041,1018.6035
2019-10-26 22:40:32,297039,1018.6035
2019-10-26 22:40:33,298040,1018.6035
2019-10-26 22:40:34,299038,1018.6035
2019-10-26 22:40:35,300038,1018.6035
2019-10-26 22:40:36,301038,1018.6035
2019-10-26 22:40:37,302039,1018.6035
2019-10-26 22:40:38,303038,1018.6035
2019-10-26 22:40:39,304038,1018.6035
2019-10-26 22:40:40,305036,1018.6035
2019-10-26 22:40:41,306038,1018.6035
2019-10-26 22:40:42,307020,1018.6035
2019-10-26 22:40:43,308020,1018.6035
2019-10-26 22:40:44,309038,1018.6035
2019-10-26 22:40:45,310038,1018.6035
2019-10-26 22:40:46,311038,1018.6035
2019-10-26 22:40:47,312038,1018.6035
2019-10-26 22:40:48,313038,1018.6035
2019-10-26 22:40:49,314038,1018.6035
2019-10-26 22:40:50,315038,1018.6035
2019-10-26 22:40:51,316038,1018.6035
2019-10-26 22:40:52,317031,1018.6035
2019-10-26 22:40:53,318039,1018.6035
2019-10-26 22:40:54,319038,1018.6035
2019-10-26 22:40:55,320038,1018.6035
2019-10-26 22:40:56,321038,1018.6035
2019-10-26 22:40:57,322038,1018.6035
2019-10-26 22:40:58,323038,1018.6035
2019-10-26 22:40:59,324027,1018.6035
2019-10-26 22:41:00,325027,1018.6035
2019-10-26 22:41:01,326027,1018.6035
2019-10-26 22:41:02,327028,1018.6035
2019-10-26 22:41:03,328028,1018.6035
2019-10-26 22:41:04,329038,1018.6035
2019-10-26 22:41:05,330034,1018.6035
2019-10-26 22:41:06,331026,1018.6035
2019-10-26 22:41:07,332039,1018.6035
2019-10-26 22:41:08,333038,1018.6035
2019-10-26 22:41:09,334038,1018.6035
2019-10-26 22:41:10,335038,1018.6035
2019-10-26 22:41:11,336039,1018.6035
2019-10-26 22:41:12,337037,1018.6035
2019-10-26 22:41:13,338038,1018.6035
2019-10-26 22:41:14,339040,1018.6035
2019-10-26 22:41:15,340038,1018.6035
2019-10-26 22:41:16,341038,1018.6035
2019-10-26 22:41:17,342041,1018.6035
2019-10-26 22:41:18,343038,1018.6035
2019-10-26 22:41:19,344038,1018.6035
2019-10-26 22:41:20,345041,1018.6035
2019-10-26 22:41:21,346033,1018.6035
2019-10-26 22:41:22,347038,1018.6035
2019-10-26 22:41:23,348040,1018.6035
2019-10-26 22:41:24,349035,1018.6035
2019-10-26 22:41:25,350038,1018.6035
2019-10-26 22:41:26,351038,1018.6035
2019-10-26 22:41:27,352038,1018.6035
2019-10-26 22:41:28,353037,1018.6035
2019-10-26 22:41:29,354038,1018.6035
2019-10-26 22:41:30,355038,1018.6035
2019-10-26 22:41:31,356039,1018.6035
2019-10-26 22:41:32,357038,1018.6035
2019-10-26 22:41:33,358038,1018.6035
2019-10-26 22:41:34,359035,1018.6035
2019-10-26 22:41:35,360038,1018.6035
2019-10-26 22:41:36,361039,1018.6035
2019-10-26 22:41:37,362040,1018.6035
2019-10-26 22:41:38,363038,1018.6035
2019-10-26 22:41:39,364037,1018.6035
2019-10-26 22:41:40,365038,1018.6035
2019-10-26 22:41:41,366038,1018.6035
2019-10-26 22:41:42,367038,1018.6035
2019-10-26 22:41:43,368038,1018.6035
2019-10-26 22:41:44,369039,1018.6035
2019-10-26 22:41:45,370038,1018.6035
2019-10-26 22:41:46,371038,1018.6035
2019-10-26 22:41:47,372028,1018.6035
2019-10-26 22:41:48,373028,1018.6035
2019-10-26 22:41:49,374029,1018.6035
2019-10-26 22:41:50,375041,1018.6035
2019-10-26 22:41:51,376028,1018.6035
2019-10-26 22:41:52,377038,1018.6035
2019-10-26 22:41:53,378038,1018.6035
2019-10-26 22:41:54,379040,1018.6035
2019-10-26 22:41:55,380038,1018.6035
2019-10-26 22:41:56,381030,1018.6035
2019-10-26 22:41:57,382038,1018.6035
2019-10-26 22:41:58,383038,1018.6035
2019-10-26 22:41:59,384038,1018.6035
2019-10-26 22:42:00,385028,1018.6035
2019-10-26 22:42:01,386040,1018.6035
2019-10-26 22:42:02,387038,1018.6035
2019-10-26 22:42:03,388039,1018.6035
2019-10-26 22:42:04,389038,1018.6035
2019-10-26 22:42:05,390038,1018.6035
2019-10-26 22:42:06,391039,1018.6035
2019-10-26 22:42:07,392038,1018.6035
2019-10-26 22:42:08,393038,1018.6035
2019-10-26 22:42:09,394038,1018.6035
2019-10-26 22:42:10,395039,1018.6035
2019-10-26 22:42:11,396040,1018.6035
2019-10-26 22:42:12,397028,1018.6035
2019-10-26 22:42:13,398021,1018.6035
2019-10-26 22:42:14,399039,1018.6035
2019-10-26 22:42:15,400038,1018.6035
2019-10-26 22:42:16,401038,1018.6035
2019-10-26 22:42:17,402039,1018.6035
2019-10-26 22:42:18,403018,1018.6035
2019-10-26 22:42:19,404039,1018.6035
2019-10-26 22:42:20,405038,1018.6035
2019-10-26 22:42:21,406038,1018.6035
2019-10-26 22:42:22,407017,1018.6035
2019-10-26 22:42:23,408017,1018.6035
2019-10-26 22:42:24,409038,1018.6035
2019-10-26 22:42:25,410038,1018.6035
2019-10-26 22:42:26,411038,1018.6035
2019-10-26 22:42:27,412037,1018.6035
2019-10-26 22:42:28,413025,1018.6035
2019-10-26 22:42:29,414038,1018.6035
2019-10-26 22:42:30,415039,1018.6035
2019-10-26 22:42:31,416039,1018.6035
2019-10-26 22:42:32,417027,1018.6035
2019-10-26 22:42:33,418039,1018.6035
2019-10-26 22:42:34,419038,1018.6035
2019-10-26 22:42:35,420037,1018.6035
2019-10-26 22:42:36,421025,1018.6035
2019-10-26 22:42:37,422039,1018.6035
2019-10-26 22:42:38,423038,1018.6035
2019-10-26 22:42:39,424040,1018.6035
2019-10-26 22:42:40,425026,1018.6035
2019-10-26 22:42:41,426038,1018.6035
2019-10-26 22:42:42,427040,1018.6035
2019-10-26 22:42:43,428026,1018.6035
2019-10-26 22:42:44,429032,1018.6035
2019-10-26 22:42:45,430040,1018.6035
2019-10-26 22:42:46,431038,1018.6035
2019-10-26 22:42:47,432022,1018.6035
2019-10-26 22:42:48,433038,1018.6035
2019-10-26 22:42:49,434038,1018.6035
2019-10-26 22:42:50,435038,1018.6035
2019-10-26 22:42:51,436039,1018.6035
2019-10-26 22:42:52,437035,1018.6035
2019-10-26 22:42:53,438038,1018.6035
2019-10-26 22:42:54,439036,1018.6035
2019-10-26 22:42:55,440024,1018.6035
2019-10-26 22:42:56,441020,1018.6035
2019-10-26 22:42:57,442021,1018.6035
2019-10-26 22:42:58,443037,1018.6035
2019-10-26 22:42:59,444023,1018.6035
2019-10-26 22:43:00,445038,1018.6035
2019-10-26 22:43:01,446038,1018.6035
2019-10-26 22:43:02,447038,1018.6035
2019-10-26 22:43:03,448038,1018.6035
2019-10-26 22:43:04,449038,1018.6035
2019-10-26 22:43:05,450023,1018.6035
2019-10-26 22:43:06,451038,1018.6035
2019-10-26 22:43:07,452038,1018.6035
2019-10-26 22:43:08,453040,1018.6035
2019-10-26 22:43:09,454028,1018.6035
2019-10-26 22:43:10,455038,1018.6035
2019-10-26 22:43:11,456038,1018.6035
2019-10-26 22:43:12,457039,1018.6035
2019-10-26 22:43:13,458040,1018.6035
2019-10-26 22:43:14,459030,1018.6035
2019-10-26 22:43:15,460013,1018.6035
2019-10-26 22:43:16,461038,1018.6035
2019-10-26 22:43:17,462039,1018.6035
2019-10-26 22:43:18,463038,1018.6035
2019-10-26 22:43:19,464038,1018.6035
2019-10-26 22:43:20,465039,1018.6035
2019-10-26 22:43:21,466039,1018.6035
2019-10-26 22:43:22,467038,1018.6035
2019-10-26 22:43:23,468038,1018.6035
2019-10-26 22:43:24,469038,1018.6035
2019-10-26 22:43:25,470038,1018.6035
2019-10-26 22:43:26,471034,1018.6035
2019-10-26 22:43:27,472037,1018.6035
2019-10-26 22:43:28,473038,1018.6035
2019-10-26 22:43:29,474038,1018.6035
2019-10-26 22:43:30,475038,1018.6035
2019-10-26 22:43:31,476036,1018.6035
2019-10-26 22:43:32,477042,1018.6035
2019-10-26 22:43:33,478038,1018.6035
2019-10-26 22:43:34,479038,1018.6035
2019-10-26 22:43:35,480038,1018.6035
2019-10-26 22:43:36,481038,1018.6035
2019-10-26 22:43:37,482039,1018.6035
2019-10-26 22:43:38,483039,1018.6035
2019-10-26 22:43:39,484038,1018.6035
2019-10-26 22:43:40,485039,1018.6035
2019-10-26 22:43:41,486040,1018.6035
2019-10-26 22:43:42,487038,1018.6035
2019-10-26 22:43:43,488024,1018.6035
2019-10-26 22:43:44,489026,1018.6035
2019-10-26 22:43:45,490038,1018.6035
2019-10-26 22:43:46,491022,1018.6035
2019-10-26 22:43:47,492040,1018.6035
2019-10-26 22:43:48,493038,1018.6035
2019-10-26 22:43:49,494010,1018.6035
2019-10-26 22:43:50,495038,1018.6035
2019-10-26 22:43:51,496039,1018.6035
2019-10-26 22:43:52,497038,1018.6035
2019-10-26 22:43:53,498038,1018.6035
2019-10-26 22:43:54,499038,1018.6035
2019-10-26 22:43:55,500038,1018.6035
2019-10-26 22:43:56,501038,1018.6035
2019-10-26 22:43:57,502038,1018.6035
2019-10-26 22:43:58,503039,1018.6035
2019-10-26 22:43:59,504038,1018.6035
2019-10-26 22:44:00,505038,1018.6035
2019-10-26 22:44:01,506036,1018.6035
2019-10-26 22:44:02,507038,1018.6035
2019-10-26 22:44:03,508036,1018.6035
2019-10-26 22:44:04,509038,1018.6035
2019-10-26 22:44:05,510038,1018.6035
2019-10-26 22:44:06,511038,1018.6035
2019-10-26 22:44:07,512031,1018.6035
2019-10-26 22:44:08,513029,1018.6035
2019-10-26 22:44:09,514041,1018.6035
2019-10-26 22:44:10,515038,1018.6035
2019-10-26 22:44:11,516038,1018.6035
2019-10-26 22:44:12,517031,1018.6035
2019-10-26 22:44:13,518015,1018.6035
2019-10-26 22:44:14,519032,1018.6035
2019-10-26 22:44:15,520038,1018.6035
2019-10-26 22:44:16,521038,1018.6035
2019-10-26 22:44:17,522040,1018.6035
2019-10-26 22:44:18,523038,1018.6035
2019-10-26 22:44:19,524039,1018.6035
2019-10-26 22:44:20,525033,1018.6035
2019-10-26 22:44:21,526038,1018.6035
2019-10-26 22:44:22,527042,1018.6035
2019-10-26 22:44:23,528038,1018.6035
2019-10-26 22:44:24,529041,1018.6035
2019-10-26 22:44:25,530038,1018.6035
2019-10-26 22:44:26,531038,1018.6035
2019-10-26 22:44:27,532038,1018.6035
2019-10-26 22:44:28,533036,1018.6035
2019-10-26 22:44:29,534038,1018.6035
2019-10-26 22:44:30,535041,1018.6035
2019-10-26 22:44:31,536044,1018.6035
2019-10-26 22:44:32,537038,1018.6035
2019-10-26 22:44:33,538039,1018.6035
2019-10-26 22:44:34,539038,1018.6035
2019-10-26 22:44:35,540038,1018.6035
2019-10-26 22:44:36,541038,1018.6035
2019-10-26 22:44:37,542038,1018.6035
2019-10-26 22:44:38,543042,1018.6035
2019-10-26 22:44:39,544038,1018.6035
2019-10-26 22:44:40,545039,1018.6035
2019-10-26 22:44:41,546038,1018.6035
2019-10-26 22:44:42,547038,1018.6035
2019-10-26 22:44:43,548038,1018.6035
2019-10-26 22:44:44,549040,1018.6035
2019-10-26 22:44:45,550039,1018.6035
2019-10-26 22:44:46,551039,1018.6035
2019-10-26 22:44:47,552038,1018.6035
2019-10-26 22:44:48,553039,1018.6035
2019-10-26 22:44:49,554040,1018.6035
2019-10-26 22:44:50,555038,1018.6035
2019-10-26 22:44:51,556040,1018.6035
2019-10-26 22:44:52,557038,1018.6035
2019-10-26 22:44:53,558038,1018.6035
2019-10-26 22:44:54,559040,1018.6035
2019-10-26 22:44:55,560040,1018.6035
2019-10-26 22:44:56,561039,1018.6035
2019-10-26 22:44:57,562038,1018.6035
2019-10-26 22:44:58,563039,1018.6035
2019-10-26 22:44:59,564038,1018.6035
2019-10-26 22:45:00,565038,1018.6035
2019-10-26 22:45:01,566040,1018.6035
2019-10-26 22:45:02,567038,1018.6035
2019-10-26 22:45:03,568040,1018.6035
2019-10-26 22:45:04,569038,1018.6035
2019-10-26 22:45:05,570038,1018.6035
2019-10-26 22:45:06,571029,1018.6035
2019-10-26 22:45:07,572039,1018.6035
2019-10-26 22:45:08,573038,1018.6035
2019-10-26 22:45:09,574039,1018.6035
2019-10-26 22:45:10,575038,1018.6035
2019-10-26 22:45:11,576038,1018.6035
2019-10-26 22:45:12,577038,1018.6035
2019-10-26 22:45:13,578039,1018.6035
2019-10-26 22:45:14,579038,1018.6035
2019-10-26 22:45:15,580040,1018.6035
2019-10-26 22:45:16,581040,1018.6035
2019-10-26 22:45:17,582041,1018.6035
2019-10-26 22:45:18,583038,1018.6035
2019-10-26 22:45:19,584038,1018.6035
2019-10-26 22:45:20,585038,1018.6035
2019-10-26 22:45:21,586039,1018.6035
2019-10-26 22:45:22,587038,1018.6035
2019-10-26 22:45:23,588038,1018.6035
2019-10-26 22:45:24,589038,1018.6035
2019-10-26 22:45:25,590040,1018.6035
2019-10-26 22:45:26,591038,1018.6035
2019-10-26 22:45:27,592039,1018.6035
2019-10-26 22:45:28,593038,1018.6035
2019-10-26 22:45:29,594039,1018.6035
2019-10-26 22:45:30,595038,1018.6035
2019-10-26 22:45:31,596038,1018.6035
2019-10-26 22:45:32,597042,1018.6035
2019-10-26 22:45:33,598038,1018.6035
2019-10-26 22:45:34,599038,1018.6035
2019-10-26 22:45:35,600038,1018.6035
2019-10-26 22:45:36,601038,1018.6035
2019-10-26 22:45:37,602020,1018.6035
2019-10-26 22:45:38,603039,1018.6035
2019-10-26 22:45:39,604038,1018.6035
2019-10-26 22:45:40,605040,1018.6035
2019-10-26 22:45:41,606038,1018.6035
2019-10-26 22:45:42,607040,1018.6035
2019-10-26 22:45:43,608039,1018.6035
2019-10-26 22:45:44,609038,1018.6035
2019-10-26 22:45:45,610038,1018.6035
2019-10-26 22:45:46,611039,1018.6035
2019-10-26 22:45:47,612038,1018.6035
2019-10-26 22:45:48,613038,1018.6035
2019-10-26 22:45:49,614040,1018.6035
2019-10-26 22:45:50,615038,1018.6035
2019-10-26 22:45:51,616038,1018.6035
2019-10-26 22:45:52,617038,1018.6035
2019-10-26 22:45:53,618038,1018.6035
2019-10-26 22:45:54,619038,1018.6035
2019-10-26 22:45:55,620038,1018.6035
2019-10-26 22:45:56,621038,1018.6035
2019-10-26 22:45:57,622040,1018.6035
2019-10-26 22:45:58,623038,1018.6035
2019-10-26 22:45:59,624038,1018.6035
2019-10-26 22:46:00,625038,1018.6035
2019-10-26 22:46:01,626038,1018.6035
2019-10-26 22:46:02,627040,1018.6035
2019-10-26 22:46:03,628038,1018.6035
2019-10-26 22:46:04,629038,1018.6035
2019-10-26 22:46:05,630038,1018.6035
2019-10-26 22:46:06,631038,1018.6035
2019-10-26 22:46:07,632038,1018.6035
2019-10-26 22:46:08,633038,1018.6035
2019-10-26 22:46:09,634039,1018.6035
